fips,fips_bg,county_name,countyid,region,econ_domain,env_health_domain,ed_domain,index,oppcat
06001403900,NA,Alameda,06001,Bay Area Region,0.7401469605878424,0.5050100200400801,0.6192384769539078,0.29576448984765646,High Resource
06001404000,NA,Alameda,06001,Bay Area Region,0.822311289245157,0.46893787575150303,0.29926519706078825,0.05097493126007773,Moderate Resource
06001404101,NA,Alameda,06001,Bay Area Region,0.9372077488309953,0.678690714762859,0.2965931863727455,0.206339310406155,High Resource
06001404102,NA,Alameda,06001,Bay Area Region,0.749498997995992,0.6726786907147628,0.2565130260521042,0.011326172811998539,Moderate Resource
06001404200,NA,Alameda,06001,Bay Area Region,0.7535070140280561,0.8610554442217769,0.9018036072144289,0.6443791341437459,Highest Resource
06001404300,NA,Alameda,06001,Bay Area Region,0.9211756847027388,0.8062792251169004,0.8410153640614563,0.6860007640005716,Highest Resource
06001404400,NA,Alameda,06001,Bay Area Region,0.7615230460921844,0.9652638610554443,0.8263193052772211,0.6014269820132004,Highest Resource
06001404501,NA,Alameda,06001,Bay Area Region,0.9599198396793587,0.875751503006012,0.7441549766199065,0.6716160177099826,Highest Resource
06001404502,NA,Alameda,06001,Bay Area Region,0.8590514362057449,0.9632598530394122,0.7541750167000668,0.6162987863348044,Highest Resource
06001404600,NA,Alameda,06001,Bay Area Region,0.6633266533066132,0.9118236472945892,0.7267869071476286,0.4404646157069272,High Resource
06001404700,NA,Alameda,06001,Bay Area Region,0.7889111556446226,0.9205076820307281,0.539746158984636,0.35330539415066425,High Resource
06001404800,NA,Alameda,06001,Bay Area Region,0.591182364729459,0.8577154308617234,0.3653974615898464,0.05710801607193718,Moderate Resource
06001404900,NA,Alameda,06001,Bay Area Region,0.7909151636606546,0.6225784903139613,0.5851703406813628,0.3305802278916115,High Resource
06001405000,NA,Alameda,06001,Bay Area Region,0.9104876419505677,0.6098864395457582,0.47628590514362057,0.32900393070597156,High Resource
06001405100,NA,Alameda,06001,Bay Area Region,0.9579158316633266,0.6105544422177689,0.7835671342685371,0.6362467837392943,Highest Resource
06001405200,NA,Alameda,06001,Bay Area Region,0.7488309953239813,0.2905811623246493,0.21509686038744155,-0.11427183432128674,Moderate Resource
06001405301,NA,Alameda,06001,Bay Area Region,0.8964595858383434,0.6078824315297261,0.09886439545758183,-0.022927058922636013,Moderate Resource
06001405302,NA,Alameda,06001,Bay Area Region,0.6346025384101537,0.4255177020708083,0.1282565130260521,-0.22075705641665336,Moderate Resource
06001405401,NA,Alameda,06001,Bay Area Region,0.3580494321977288,0.3012692050768203,0.15030060120240482,-0.41308472433905646,Low Resource
06001405402,NA,Alameda,06001,Bay Area Region,0.2879091516366065,0.24515698062792252,0.05744822979291917,-0.5850363709807607,Low Resource
06001405500,NA,Alameda,06001,Bay Area Region,0.48296593186372744,0.4181696726786907,0.21509686038744155,-0.23149882764468305,Moderate Resource
06001405600,NA,Alameda,06001,Bay Area Region,0.5277221108884436,0.4241816967267869,0.21509686038744155,-0.20561762290011537,Moderate Resource
06001405700,NA,Alameda,06001,Bay Area Region,0.1409485637942552,0.3927855711422846,0.1449565798263193,-0.5723646572123543,Low Resource
06001405800,NA,Alameda,06001,Bay Area Region,0.08884435537742151,0.5778223112892451,0.05811623246492986,-0.7047549925355168,Low Resource
06001405901,NA,Alameda,06001,Bay Area Region,0.06212424849699399,0.22712090848363392,0.11823647294589178,-0.7728653040220945,Low Resource
06001405902,NA,Alameda,06001,Bay Area Region,0.12491649966599866,0.2999331997327989,0.08016032064128256,-0.6857953327283254,Low Resource
06001406000,NA,Alameda,06001,Bay Area Region,0.17702070808283232,0.02004008016032064,0.03139612558450234,-0.9964991877990992,Low Resource
06001406100,NA,Alameda,06001,Bay Area Region,0.07682030728122913,0.02137608550434202,0.17568470273881096,-0.9463638349432852,Low Resource
06001406201,NA,Alameda,06001,Bay Area Region,0.08216432865731463,0.26118904475617905,0.11957247828991316,-0.7257073726759411,Low Resource
06001406202,NA,Alameda,06001,Bay Area Region,0.08082832331329326,0.2732130928523714,0.14428857715430862,NA,High Segregation & Poverty
06001406300,NA,Alameda,06001,Bay Area Region,0.08817635270541083,0.47762191048764197,0.1903807615230461,-0.587842071126451,Low Resource
06001406400,NA,Alameda,06001,Bay Area Region,0.10220440881763528,0.38142952571810285,0.11690046760187041,-0.6564295883589597,Low Resource
06001406500,NA,Alameda,06001,Bay Area Region,0.07481629926519706,0.4301937207748831,0.14963259853039412,-0.6529917492704299,Low Resource
06001406601,NA,Alameda,06001,Bay Area Region,0.12024048096192384,0.48830995323981297,0.08817635270541083,-0.6361210851418542,Low Resource
06001406602,NA,Alameda,06001,Bay Area Region,0.1629926519706079,0.591182364729459,0.18169672678690715,-0.47613937491632535,Low Resource
06001406700,NA,Alameda,06001,Bay Area Region,0.4682698730794923,0.9251837007348029,0.23981295925183702,-0.09777970487686719,Moderate Resource
06001406800,NA,Alameda,06001,Bay Area Region,0.6132264529058116,0.8590514362057449,0.22778891115564462,-0.04237287107160709,Moderate Resource
06001406900,NA,Alameda,06001,Bay Area Region,0.5197060788243153,0.8196392785571143,0.3834335337341349,0.01807807981066333,Moderate Resource
06001407000,NA,Alameda,06001,Bay Area Region,0.1623246492985972,0.603874415497662,0.072812291249165,-0.5842635649099984,Low Resource
06001407101,NA,Alameda,06001,Bay Area Region,0.06078824315297261,0.5644622578490314,0.012024048096192385,NA,High Segregation & Poverty
06001407102,NA,Alameda,06001,Bay Area Region,0.08684034736138944,0.4749498997995992,0.012024048096192385,-0.8837048952542575,Low Resource
06001407200,NA,Alameda,06001,Bay Area Region,0.06012024048096192,0.20774883099532399,0.10287241148964596,-0.8038595849475455,Low Resource
06001407300,NA,Alameda,06001,Bay Area Region,0.03072812291249165,0.016700066800267203,0.011356045424181697,-1.371938236351196,Low Resource
06001407400,NA,Alameda,06001,Bay Area Region,0.029392117568470273,0.28390113560454244,0.0033400133600534404,-1.1253554692687098,Low Resource
06001407500,NA,Alameda,06001,Bay Area Region,0.006012024048096192,0.385437541750167,0.04609218436873747,NA,High Segregation & Poverty
06001407600,NA,Alameda,06001,Bay Area Region,0.156312625250501,0.5270541082164328,0.03807615230460922,-0.6594798558208824,Low Resource
06001407700,NA,Alameda,06001,Bay Area Region,0.3633934535738143,0.9198396793587175,0.09819639278557114,-0.31481856790445245,Low Resource
06001407800,NA,Alameda,06001,Bay Area Region,0.4415497661990648,0.6325985303941216,0.24716098864395458,-0.18253904833677598,Moderate Resource
06001407900,NA,Alameda,06001,Bay Area Region,0.7561790247160989,0.6693386773547094,0.30394121576486305,0.052525034214858886,Moderate Resource
06001408000,NA,Alameda,06001,Bay Area Region,0.8076152304609219,0.9532398129592519,0.2832331329325317,0.14743009382623928,Moderate Resource
06001408100,NA,Alameda,06001,Bay Area Region,0.7114228456913828,0.9098196392785571,0.019372077488309953,-0.24682135969438254,Moderate Resource
06001408200,NA,Alameda,06001,Bay Area Region,0.3032732130928524,0.8677354709418837,0.008016032064128256,-0.5830518660702279,Low Resource
06001408300,NA,Alameda,06001,Bay Area Region,0.17167668670674682,0.6025384101536406,0.004008016032064128,-0.7824920245338577,Low Resource
06001408400,NA,Alameda,06001,Bay Area Region,0.052772211088844355,0.843687374749499,0,-0.9911162140563223,Low Resource
06001408500,NA,Alameda,06001,Bay Area Region,0.05076820307281229,0.7975951903807615,0.002004008016032064,-0.9691838599190343,Low Resource
06001408600,NA,Alameda,06001,Bay Area Region,0.06412825651302605,0.6847027388109552,0.04408817635270541,-0.7491492318456088,Low Resource
06001408700,NA,Alameda,06001,Bay Area Region,0.07014028056112225,0.6793587174348698,0.08684034736138944,-0.680380667672506,Low Resource
06001408800,NA,Alameda,06001,Bay Area Region,0.0026720106880427524,0.10354041416165664,0.09352037408149633,NA,High Segregation & Poverty
06001408900,NA,Alameda,06001,Bay Area Region,0.03807615230460922,0.21576486305945225,0.06546426185704743,-0.8985460266517075,Low Resource
06001409000,NA,Alameda,06001,Bay Area Region,0.0394121576486306,0.04275217100868404,0.14562458249833,-0.954062679974134,Low Resource
06001409100,NA,Alameda,06001,Bay Area Region,0.07548430193720775,0.07414829659318638,0.11890447561790247,-0.8548317771114652,Low Resource
06001409200,NA,Alameda,06001,Bay Area Region,0.03674014696058784,0.08550434201736808,0.11155644622578491,-0.9341945805604174,Low Resource
06001409300,NA,Alameda,06001,Bay Area Region,0.03406813627254509,0.5470941883767535,0.18837675350701402,NA,High Segregation & Poverty
06001409400,NA,Alameda,06001,Bay Area Region,0.014696058784235137,0.3627254509018036,0.014028056112224449,NA,High Segregation & Poverty
06001409500,NA,Alameda,06001,Bay Area Region,0.012024048096192385,0.2651970607882432,0.0026720106880427524,-1.19710762831671,Low Resource
06001409600,NA,Alameda,06001,Bay Area Region,0.053440213760855046,0.8871075484301937,0.0013360053440213762,-0.9370077461642349,Low Resource
06001409700,NA,Alameda,06001,Bay Area Region,0.0614562458249833,0.9225116900467601,0.06078824315297261,-0.6609997411168174,Low Resource
06001409800,NA,Alameda,06001,Bay Area Region,0.32531730126920505,0.7140948563794255,0.08483633934535738,-0.4077149121497773,Low Resource
06001409900,NA,Alameda,06001,Bay Area Region,0.5597862391449566,0.7047428189712759,0.052104208416833664,-0.3011445971913577,Low Resource
06001410000,NA,Alameda,06001,Bay Area Region,0.5878423513694054,0.5905143620574482,0.3921175684702739,0.012363257339977429,Moderate Resource
06001410100,NA,Alameda,06001,Bay Area Region,0.17501670006680026,0.6606546426185704,0.023380093520374082,-0.6655642550224452,Low Resource
06001410200,NA,Alameda,06001,Bay Area Region,0.09886439545758183,0.8410153640614563,0.023380093520374082,-0.7165786046505946,Low Resource
06001410300,NA,Alameda,06001,Bay Area Region,0.03740814963259853,0.8403473613894455,0.004676018704074816,-0.9434369489474452,Low Resource
06001410400,NA,Alameda,06001,Bay Area Region,0.10020040080160321,0.8977955911823647,0.004676018704074816,-0.7937225268111145,Low Resource
06001410500,NA,Alameda,06001,Bay Area Region,0.06279225116900468,0.025384101536406144,0.13226452905811623,NA,High Segregation & Poverty
06001420100,NA,Alameda,06001,Bay Area Region,0.7835671342685371,0.5711422845691383,0.7327989311957248,0.42983899172421414,High Resource
06001420200,NA,Alameda,06001,Bay Area Region,0.6867067468269873,0.38810955243820977,0.7648630594522378,0.35406702989304806,High Resource
06001420300,NA,Alameda,06001,Bay Area Region,0.5283901135604543,0.10287241148964596,0.7842351369405478,0.14542995903082953,Moderate Resource
06001420400,NA,Alameda,06001,Bay Area Region,0.18236472945891782,0.11088844355377421,0.8183032732130928,-0.08860677944399753,Moderate Resource
06001420500,NA,Alameda,06001,Bay Area Region,0.7702070808283233,0.3186372745490982,0.8183032732130928,0.4213148445377844,High Resource
06001420600,NA,Alameda,06001,Bay Area Region,0.9124916499665998,0.575818303273213,0.832999331997328,0.6248643858491901,Highest Resource
06001421100,NA,Alameda,06001,Bay Area Region,0.7762191048764195,0.9552438209752839,0.6633266533066132,0.4726784218582998,High Resource
06001421200,NA,Alameda,06001,Bay Area Region,0.8517034068136272,0.9238476953907816,0.6379425517702071,0.4924162979540456,Highest Resource
06001421300,NA,Alameda,06001,Bay Area Region,0.927187708750835,0.6947227788911156,0.7327989311957248,0.5877630651953346,Highest Resource
06001421400,NA,Alameda,06001,Bay Area Region,0.8637274549098196,0.9372077488309953,0.627254509018036,0.5003714973215623,Highest Resource
06001421500,NA,Alameda,06001,Bay Area Region,0.7441549766199065,0.9706078824315297,0.627254509018036,0.4356259494058187,High Resource
06001421600,NA,Alameda,06001,Bay Area Region,0.8577154308617234,0.9318637274549099,0.7140948563794255,0.5697726591075906,Highest Resource
06001421700,NA,Alameda,06001,Bay Area Region,0.5831663326653307,0.8229792919171677,0.7575150300601202,0.3780240410110128,High Resource
06001421800,NA,Alameda,06001,Bay Area Region,0.8396793587174348,0.8443553774215097,0.8149632598530394,0.5903908637211552,Highest Resource
06001421900,NA,Alameda,06001,Bay Area Region,0.7327989311957248,0.3727454909819639,0.8036072144288577,0.40154225225338974,High Resource
06001422000,NA,Alameda,06001,Bay Area Region,0.5998663994655978,0.009352037408149633,0.811623246492986,-0.06743508554662421,Moderate Resource
06001422100,NA,Alameda,06001,Bay Area Region,0.6753507014028056,0.25384101536406145,0.8042752171008684,0.33574947304525066,High Resource
06001422200,NA,Alameda,06001,Bay Area Region,0.70875083500334,0.447561790247161,0.8042752171008684,0.40552876192449416,High Resource
06001422300,NA,Alameda,06001,Bay Area Region,0.5577822311289246,0.7160988643954576,0.7882431529726119,0.36300283620282503,High Resource
06001422400,NA,Alameda,06001,Bay Area Region,0.385437541750167,0.706746826987308,0.7882431529726119,0.24614358105697123,High Resource
06001422500,NA,Alameda,06001,Bay Area Region,0.18904475617902472,0.7661990647962592,0.7140948563794255,0.05801318302625358,Moderate Resource
06001422600,NA,Alameda,06001,Bay Area Region,0.935871743486974,0.7234468937875751,0.612558450233801,0.504056319458963,Highest Resource
06001422700,NA,Alameda,06001,Bay Area Region,0.07147628590514363,0.948563794255177,0.612558450233801,-0.12391133797194416,Moderate Resource
06001422800,NA,Alameda,06001,Bay Area Region,0.0013360053440213762,0.7361389445557782,0.6366065464261857,-0.4988654237008658,Low Resource
06001422900,NA,Alameda,06001,Bay Area Region,0.09352037408149633,0.8944555778223113,0.6713426853707415,-0.06466492981207167,Moderate Resource
06001423000,NA,Alameda,06001,Bay Area Region,0.6285905143620575,0.503006012024048,0.7702070808283233,0.3501187549356948,High Resource
06001423100,NA,Alameda,06001,Bay Area Region,0.5838343353373413,0.3914495657982632,0.7695390781563126,0.2945731032253782,High Resource
06001423200,NA,Alameda,06001,Bay Area Region,0.3694054776219105,0.21442885771543085,0.811623246492986,0.12311980354347324,Moderate Resource
06001423300,NA,Alameda,06001,Bay Area Region,0.56312625250501,0.24181696726786908,0.8209752839011356,0.27220289356675886,High Resource
06001423400,NA,Alameda,06001,Bay Area Region,0.7207748830995324,0.5036740146960588,0.6245824983299934,0.28826444885439384,High Resource
06001423500,NA,Alameda,06001,Bay Area Region,0.5604542418169672,0.7187708750835003,0.6245824983299934,0.23636599180156875,High Resource
06001423601,NA,Alameda,06001,Bay Area Region,0.7621910487641951,0.7468269873079493,0.6893787575150301,0.4248142572742386,High Resource
06001423602,NA,Alameda,06001,Bay Area Region,0.08750835003340013,0.8263193052772211,0.6366065464261857,-0.12490916321822547,Moderate Resource
06001423700,NA,Alameda,06001,Bay Area Region,0.511690046760187,0.87374749498998,0.612558450233801,0.24443731265950702,High Resource
06001423800,NA,Alameda,06001,Bay Area Region,0.9011356045424181,0.8289913159652639,0.7655310621242485,0.6144889998845198,Highest Resource
06001423901,NA,Alameda,06001,Bay Area Region,0.7201068804275217,0.6913827655310621,0.48430193720774883,0.20377731534399376,High Resource
06001423902,NA,Alameda,06001,Bay Area Region,0.8610554442217769,0.758183032732131,0.6893787575150301,0.5004597246533847,Highest Resource
06001424001,NA,Alameda,06001,Bay Area Region,0.5457581830327322,0.4148296593186373,0.6626586506346025,0.19417708950636572,High Resource
06001424002,NA,Alameda,06001,Bay Area Region,0.5090180360721442,0.26920507682030725,0.5965263861055444,0.08215445361178385,Moderate Resource
06001425101,NA,Alameda,06001,Bay Area Region,0.8069472277889111,0.06212424849699399,0.4642618570474282,-7.803226243339642e-4,Moderate Resource
06001425102,NA,Alameda,06001,Bay Area Region,0.7935871743486974,0.026052104208416832,0.4642618570474282,-0.11404943480434168,Moderate Resource
06001425103,NA,Alameda,06001,Bay Area Region,0.8744154976619907,0.03406813627254509,0.37074148296593185,-0.08485586081830569,Moderate Resource
06001425104,NA,Alameda,06001,Bay Area Region,0.5344021376085505,0.04342017368069472,0.12157648630594522,-0.5047173067433863,Low Resource
06001426100,NA,Alameda,06001,Bay Area Region,0.9552438209752839,0.8857715430861723,0.9124916499665998,0.8452803365905017,Highest Resource
06001426200,NA,Alameda,06001,Bay Area Region,0.9686038744154977,0.6900467601870407,0.9706078824315297,0.9053611345760493,Highest Resource
06001427100,NA,Alameda,06001,Bay Area Region,0.6806947227788911,0.20374081496325985,0.5597862391449566,0.12238898446822082,Moderate Resource
06001427200,NA,Alameda,06001,Bay Area Region,0.45223780895123583,0.12424849699398798,0.7955911823647295,0.12324259873908877,Moderate Resource
06001427300,NA,Alameda,06001,Bay Area Region,0.6593186372745491,0.11623246492985972,0.6412825651302605,0.1265428980437309,Moderate Resource
06001427600,NA,Alameda,06001,Bay Area Region,0.374749498997996,0.1289245156980628,0.4756179024716099,-0.20050443226182368,Moderate Resource
06001427700,NA,Alameda,06001,Bay Area Region,0.8416833667334669,0.19772879091516365,0.511690046760187,0.17415466128450335,High Resource
06001427800,NA,Alameda,06001,Bay Area Region,0.7822311289245157,0.45958583834335337,0.644622578490314,0.3305916638701699,High Resource
06001427900,NA,Alameda,06001,Bay Area Region,0.8096192384769539,0.552438209752839,0.7895791583166333,0.48292714134072995,Highest Resource
06001428000,NA,Alameda,06001,Bay Area Region,0.45023380093520377,0.5437541750167001,0.8056112224448898,0.27755269904865537,High Resource
06001428100,NA,Alameda,06001,Bay Area Region,0.760187040748163,0.4756179024716099,0.8336673346693386,0.47365324111821855,High Resource
06001428200,NA,Alameda,06001,Bay Area Region,0.7221108884435538,0.614562458249833,0.8336673346693386,0.4793267581065768,Highest Resource
06001428301,NA,Alameda,06001,Bay Area Region,0.6092184368737475,0.501002004008016,0.8824315297261189,0.44954713206535285,High Resource
06001428302,NA,Alameda,06001,Bay Area Region,0.8997995991983968,0.9084836339345357,0.8897795591182365,0.7661992746943533,Highest Resource
06001428400,NA,Alameda,06001,Bay Area Region,0.7448229792919172,0.6619906479625919,0.770875083500334,0.4554402492373988,High Resource
06001428500,NA,Alameda,06001,Bay Area Region,0.6733466933867736,0.8383433533734135,0.749498997995992,0.43423076487663637,High Resource
06001428600,NA,Alameda,06001,Bay Area Region,0.7855711422845691,0.9218436873747495,0.6887107548430194,0.48603455135956203,Highest Resource
06001428700,NA,Alameda,06001,Bay Area Region,0.5056780227120908,0.014028056112224449,0.4315297261189045,-0.3866746539263427,Low Resource
06001430101,NA,Alameda,06001,Bay Area Region,0.6085504342017368,0.250501002004008,0.884435537742151,0.38433643513568766,High Resource
06001430102,NA,Alameda,06001,Bay Area Region,0.6185704742818972,0.9398797595190381,0.897127588510354,0.5858406430214038,Highest Resource
06001430200,NA,Alameda,06001,Bay Area Region,0.5504342017368069,0.9599198396793587,0.8470273881095525,0.4876522362095328,Highest Resource
06001430300,NA,Alameda,06001,Bay Area Region,0.5905143620574482,0.9158316633266533,0.8503674014696059,0.4878829784215199,Highest Resource
06001430400,NA,Alameda,06001,Bay Area Region,0.5337341349365398,0.9378757515030061,0.8283233132932531,0.44615077174412227,High Resource
06001430500,NA,Alameda,06001,Bay Area Region,0.1963927855711423,0.44288577154308617,0.5263861055444222,-0.17218875508664835,Moderate Resource
06001430600,NA,Alameda,06001,Bay Area Region,0.41750167000668004,0.8016032064128257,0.72812291249165,0.2527496482348293,High Resource
06001430700,NA,Alameda,06001,Bay Area Region,0.38410153640614564,0.9064796259185037,0.7134268537074149,0.24821929458122546,High Resource
06001430800,NA,Alameda,06001,Bay Area Region,0.4074816299265197,0.5978623914495658,0.7100868403473614,0.18956041257384804,High Resource
06001430900,NA,Alameda,06001,Bay Area Region,0.24181696726786908,0.6953907815631263,0.7034068136272545,0.08038471164942033,Moderate Resource
06001431000,NA,Alameda,06001,Bay Area Region,0.42351369405477624,0.25517702070808285,0.509686038744155,-0.06366677178070818,Moderate Resource
06001431100,NA,Alameda,06001,Bay Area Region,0.3914495657982632,0.48229792919171677,0.40681362725450904,-0.12085300301547297,Moderate Resource
06001431200,NA,Alameda,06001,Bay Area Region,0.46158984635938544,0.43353373413493657,0.16032064128256512,-0.27870200492873903,Low Resource
06001432100,NA,Alameda,06001,Bay Area Region,0.4696058784235137,0.6332665330661322,0.2578490313961256,-0.15961971740471595,Moderate Resource
06001432200,NA,Alameda,06001,Bay Area Region,0.41148964595858384,0.790247160988644,0.38209752839011357,-0.05933394319017408,Moderate Resource
06001432300,NA,Alameda,06001,Bay Area Region,0.36740146960587844,0.5457581830327322,0.16098864395457582,-0.32750510544014305,Low Resource
06001432400,NA,Alameda,06001,Bay Area Region,0.15430861723446893,0.02404809619238477,0.4034736138944556,-0.627942093452629,Low Resource
06001432501,NA,Alameda,06001,Bay Area Region,0.2725450901803607,0.053440213760855046,0.21442885771543085,-0.5846114329885082,Low Resource
06001432502,NA,Alameda,06001,Bay Area Region,0.2732130928523714,0.06012024048096192,0.20641282565130262,-0.5793059047641936,Low Resource
06001432600,NA,Alameda,06001,Bay Area Region,0.21175684702738812,0.46693386773547096,0.3066132264529058,-0.35483451473962563,Low Resource
06001432700,NA,Alameda,06001,Bay Area Region,0.280561122244489,0.5297261189044756,0.35470941883767537,-0.23346851011284903,Moderate Resource
06001432800,NA,Alameda,06001,Bay Area Region,0.48697394789579157,0.5898463593854375,0.30060120240480964,-0.12455888721590995,Moderate Resource
06001433000,NA,Alameda,06001,Bay Area Region,0.2638610554442218,0.35537742150968604,0.1736806947227789,-0.44566967278536973,Low Resource
06001433102,NA,Alameda,06001,Bay Area Region,0.342685370741483,0.7394789579158316,0.14362057448229792,-0.3277851356414976,Low Resource
06001433103,NA,Alameda,06001,Bay Area Region,0.22110888443553775,0.6065464261857048,0.1736806947227789,-0.424900948865137,Low Resource
06001433104,NA,Alameda,06001,Bay Area Region,0.14161656646626586,0.5250501002004008,0.2618570474281897,-0.4501651191734146,Low Resource
06001433200,NA,Alameda,06001,Bay Area Region,0.09686038744154976,0.11823647294589178,0.20975283901135605,-0.6905244477420394,Low Resource
06001433300,NA,Alameda,06001,Bay Area Region,0.3199732798931196,0.1796927187708751,0.4021376085504342,-0.2720330941933749,Low Resource
06001433400,NA,Alameda,06001,Bay Area Region,0.3119572478289913,0.5878423513694054,0.4455577822311289,-0.11209618177287203,Moderate Resource
06001433500,NA,Alameda,06001,Bay Area Region,0.2010688042752171,0.6826987307949232,0.458249832999332,-0.17591672655536592,Moderate Resource
06001433600,NA,Alameda,06001,Bay Area Region,0.134936539746159,0.3226452905811623,0.3293253173012692,-0.4405876076157525,Low Resource
06001433700,NA,Alameda,06001,Bay Area Region,0.37742150968603877,0.3119572478289913,0.1229124916499666,-0.4223182399226149,Low Resource
06001433800,NA,Alameda,06001,Bay Area Region,0.21442885771543085,0.48363393453573816,0.10354041416165664,-0.5232269859492011,Low Resource
06001433900,NA,Alameda,06001,Bay Area Region,0.055444221776887105,0.48096192384769537,0.10354041416165664,-0.7265794994628813,Low Resource
06001434000,NA,Alameda,06001,Bay Area Region,0.058784235136940546,0.2792251169004676,0.07615230460921844,-0.8051375348213098,Low Resource
06001435102,NA,Alameda,06001,Bay Area Region,0.42150968603874417,0.9338677354709419,0.2605210420841683,-0.1151936795174902,Moderate Resource
06001435103,NA,Alameda,06001,Bay Area Region,0.6693386773547094,0.9559118236472945,0.3026052104208417,0.08856253150930715,Moderate Resource
06001435104,NA,Alameda,06001,Bay Area Region,0.26920507682030725,0.6566466265865063,0.14161656646626586,-0.40489459248943377,Low Resource
